,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
300630.SZ,医疗保健,创业板,否,2017,11.49,30529405,36430000,海通证券股份有限公司,"网下询价,上网定价",22,135.8308157,0.020797458
300631.SZ,工业,创业板,否,2017,11.97,16100000,38526400,国泰君安证券股份有限公司,上网定价,14,135.962877,0.005282298
300632.SZ,信息技术,创业板,否,2017,7.39,28950000,36869400,中信建投证券股份有限公司,"网下询价,上网定价",21,135.8082707,0.006545112
300633.SZ,医疗保健,创业板,否,2017,5.23,40010000,44657300,长城证券股份有限公司,"网下询价,上网定价",21,135.5909695,0.006057261
300634.SZ,信息技术,创业板,否,2018,7.17,40010000,47689400,中信证券股份有限公司,"网下询价,上网定价",17,135.755814,0.01364359
300635.SZ,工业,创业板,否,2017,12.39,21200000,60199200,国金证券股份有限公司,"网下询价,上网定价",18,105.2690583,0.736572623
300636.SZ,医疗保健,创业板,否,2017,14.47,20000000,26370000,国金证券股份有限公司,上网定价,14,92.85028791,0.587443531
300637.SZ,材料,创业板,否,2017,10.02,30000000,54570000,海通证券股份有限公司,"网下询价,上网定价",21,100.6930007,1.061818123
300638.SZ,信息技术,创业板,否,2017,10.45,20000000,28407100,国信证券股份有限公司,上网定价,21,135.8139535,0.0126098
300639.SZ,医疗保健,创业板,否,2017,18.39,22500000,41524100,广发证券股份有限公司,"网下询价,上网定价",21,83.0060423,1.05112803
300640.SZ,可选消费,创业板,否,2017,9.41,20000000,38830000,兴业证券股份有限公司,上网定价,18,135.7195572,0.011496699
300641.SZ,材料,创业板,否,2017,10.73,72000000,73740900,中国国际金融股份有限公司,"网下询价,上网定价",22,74.17475728,1.84979713
300642.SZ,医疗保健,创业板,否,2017,36.1,15000000,42430000,中国中投证券有限责任公司,上网定价,11,94.30550212,1.173107505
300643.SZ,可选消费,创业板,否,2017,4.3,50000000,38900000,海通证券股份有限公司,"网下询价,上网定价",22,136.0258481,0.006884281
300644.SZ,材料,创业板,否,2018,18.03,16000000,35846100,德邦证券股份有限公司,上网定价,13,88.55932203,2.174277782
300645.SZ,信息技术,创业板,否,2017,12.35,16666667,47613300,中信证券股份有限公司,上网定价,11,135.8267717,0.074109361
300647.SZ,信息技术,创业板,否,2017,8.96,30000000,49568300,广发证券股份有限公司,"网下询价,上网定价",21,135.9689922,0.175824344
300648.SZ,工业,创业板,否,2017,15.74,17000000,32994400,兴业证券股份有限公司,上网定价,14,135.818262,0.04224347
300649.SZ,工业,创业板,否,2017,9.04,16000000,35143000,国信证券股份有限公司,上网定价,15,135.8678955,0.009947375
300650.SZ,可选消费,创业板,否,2017,13.95,15787000,30250000,天风证券股份有限公司,上网定价,14,135.8387257,0.657953441
300651.SZ,可选消费,创业板,否,2017,13.71,18933400,40333000,广发证券股份有限公司,上网定价,19,122.289767,1.125279546
300652.SZ,可选消费,创业板,否,2017,15.88,22000000,41510000,国金证券股份有限公司,"网下询价,上网定价",21,73.15260166,2.395517588
300653.SZ,医疗保健,创业板,否,2017,11.72,20000000,42690900,广发证券股份有限公司,上网定价,18,135.8412322,0.123466305
300654.SZ,可选消费,创业板,否,2017,7.71,23350000,34970000,首创证券有限责任公司,"网下询价,上网定价",21,135.8558559,0.021461112
300655.SZ,材料,创业板,否,2017,6.92,22062500,29963800,招商证券股份有限公司,"网下询价,上网定价",20,136.1445783,0.010172192
300656.SZ,信息技术,创业板,否,2017,15.6,15000000,26991000,长城证券股份有限公司,上网定价,14,135.8860196,0.623139799
300657.SZ,信息技术,创业板,否,2017,7.77,26000000,38016000,兴业证券股份有限公司,"网下询价,上网定价",21,135.746202,0.0099335
300658.SZ,可选消费,创业板,否,2017,19.41,25000000,51218700,广发证券股份有限公司,"网下询价,上网定价",24,52.05724508,2.000052452
300659.SZ,信息技术,创业板,否,2017,12.85,20400000,36471000,民生证券股份有限公司,"网下询价,上网定价",18,118.1081081,1.059311986
300660.SZ,工业,创业板,否,2017,50.19,25270000,68892200,中信建投证券股份有限公司,"网下询价,上网定价",22,18.02961118,1.498018265
300661.SZ,信息技术,创业板,否,2017,29.82,15000000,40294500,中信证券股份有限公司,上网定价,19,61.41127154,1.244374156
300662.SZ,工业,创业板,否,2017,6.55,45000000,36919400,中信建投证券股份有限公司,"网下询价,上网定价",22,135.8430541,0.020310042
300663.SZ,信息技术,创业板,否,2017,7.27,32860000,35110800,海通证券股份有限公司,"网下询价,上网定价",22,135.9121299,0.054806177
300664.SZ,工业,创业板,否,2018,8.88,80000000,45650500,华泰联合证券有限责任公司,"网下询价,上网定价",18,84.67552776,1.421916842
300665.SZ,材料,创业板,否,2017,10.13,19000000,24598500,德邦证券股份有限公司,上网定价,19,135.9835504,0.380363613
300666.SZ,信息技术,创业板,否,2017,4.64,54690000,41643800,国信证券股份有限公司,"网下询价,上网定价",23,136.0778443,0.010262498
300667.SZ,信息技术,创业板,否,2017,10.75,17000000,28518900,华安证券股份有限公司,上网定价,14,135.7881137,0.622563839
300668.SZ,工业,创业板,否,2017,20.92,10580000,29934900,广发证券股份有限公司,上网定价,17,118.9575033,1.107807755
300669.SZ,工业,创业板,否,2017,11,21050000,30649200,广发证券股份有限公司,"网下询价,上网定价",20,93.30808081,1.231886864
300670.SZ,工业,创业板,否,2017,10.93,27000000,23921100,华泰联合证券有限责任公司,"网下询价,上网定价",19,67.47141042,1.458212495
300671.SZ,信息技术,创业板,否,2017,8.11,25350000,32852358.49,国金证券股份有限公司,"网下询价,上网定价",21,135.9589041,1.209608197
300672.SZ,信息技术,创业板,否,2017,8.48,27941167,27569895.12,华泰联合证券有限责任公司,"网下询价,上网定价",22,109.6642097,1.481147051
300673.SZ,日常消费,创业板,否,2017,22.34,20000000,48555800,安信证券股份有限公司,上网定价,13,26.04911408,1.749808431
300675.SZ,工业,创业板,否,2017,3.66,36666700,26802500,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",23,135.8633776,0.010657735
300676.SZ,医疗保健,创业板,否,2017,13.64,40100000,63102700,中信证券股份有限公司,"网下询价,上网定价",17,135.7942974,0.006950324
300677.SZ,医疗保健,创业板,否,2017,20.39,24309827,56979600,国金证券股份有限公司,"网下询价,上网定价",18,36.27384196,1.577583313
300678.SZ,信息技术,创业板,否,2017,7.85,25000000,38700000,国信证券股份有限公司,"网下询价,上网定价",24,135.6637168,0.887650192
300679.SZ,信息技术,创业板,否,2017,67.72,30000000,171931900,招商证券股份有限公司,"网下询价,上网定价",20,7.444626743,1.637522936
300680.SZ,可选消费,创业板,否,2017,8.68,17000000,27506300,广发证券股份有限公司,上网定价,14,135.76,0.702473164
300681.SZ,工业,创业板,否,2017,17.46,18900000,38577200,海通证券股份有限公司,上网定价,13,71.32060461,1.670835733
300682.SZ,信息技术,创业板,否,2017,5.51,45000000,47270700,中信证券股份有限公司,"网下询价,上网定价",20,97.3518285,1.342048287
300683.SZ,医疗保健,创业板,否,2017,32.94,25838760,53652900,安信证券股份有限公司,"网下询价,上网定价",20,24.98418722,1.81799686
300684.SZ,材料,创业板,否,2017,8,21720000,27563300,安信证券股份有限公司,"网下询价,上网定价",21,135.8506944,0.009255526
300685.SZ,医疗保健,创业板,否,2017,13.86,20000000,29970000,中信证券股份有限公司,上网定价,13,135.9218437,0.014897949
300686.SZ,信息技术,创业板,否,2017,9.39,31300000,48907000,国信证券股份有限公司,"网下询价,上网定价",18,96.74556213,2.346946001
300687.SZ,信息技术,创业板,否,2017,22.14,20000000,37973584.91,光大证券股份有限公司,上网定价,13,46.67503137,2.125444174
300688.SZ,工业,创业板,否,2017,10.75,17000000,31018400,招商证券股份有限公司,上网定价,14,135.7881137,0.014789412
300689.SZ,信息技术,创业板,否,2017,14.39,17000000,30935849.08,国金证券股份有限公司,上网定价,13,135.8108108,1.628144622
300690.SZ,工业,创业板,否,2017,32.12,17340000,78448900,华泰联合证券有限责任公司,上网定价,13,23.37297297,2.075245619
300691.SZ,信息技术,创业板,否,2017,15.96,21400000,43144000,安信证券股份有限公司,"网下询价,上网定价",17,135.8572672,0.034127384
300692.SZ,工业,创业板,否,2017,8.78,26670000,34094300,海通证券股份有限公司,"网下询价,上网定价",21,135.7594937,0.013550769
300693.SZ,工业,创业板,否,2017,14.42,22810000,33003100,民生证券股份有限公司,"网下询价,上网定价",22,135.7899807,0.653470337
300695.SZ,可选消费,创业板,否,2017,62.67,16677700,87597500,海通证券股份有限公司,上网定价,32,37.00132979,1.209452391
300696.SZ,工业,创业板,否,2017,22.38,17250000,33554410,广发证券股份有限公司,上网定价,13,135.8051505,0.608326495
300697.SZ,材料,创业板,否,2017,7.63,40000000,39235200,广发证券股份有限公司,"网下询价,上网定价",22,135.8507734,0.012584026
300698.SZ,信息技术,创业板,否,2017,6,33500000,32516400,海通证券股份有限公司,"网下询价,上网定价",17,135.7638889,0.006668597
300699.SZ,材料,创业板,否,2017,11.26,92000000,89432000,华泰联合证券有限责任公司,"网下询价,上网定价",17,135.7186922,0.010827087
300700.SZ,材料,创业板,否,2017,10.49,20600000,29446200,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",21,135.7379219,0.005845097
300701.SZ,信息技术,创业板,否,2017,13.14,20000000,26633300,长江证券承销保荐有限公司,上网定价,15,135.8350951,0.01294065
300702.SZ,医疗保健,创业板,否,2017,22.41,30000000,62431300,中信建投证券股份有限公司,"网下询价,上网定价",20,71.73845677,1.078980207
300703.SZ,可选消费,创业板,否,2017,19.83,20000000,32075500,中国中投证券有限责任公司,上网定价,13,71.70868347,1.007466555
300705.SZ,医疗保健,创业板,否,2017,10.37,29340000,36002000,西部证券股份有限公司,"网下询价,上网定价",28,135.9008707,0.591670394
300706.SZ,信息技术,创业板,否,2017,9.97,19600000,31211500,兴业证券股份有限公司,上网定价,13,135.7938719,0.010709082
300707.SZ,可选消费,创业板,否,2017,15.09,19650000,44725600,国金证券股份有限公司,上网定价,20,135.7570179,0.749172747
300708.SZ,信息技术,创业板,否,2017,2.82,64330000,35965000,国泰君安证券股份有限公司,"网下询价,上网定价",27,136.2068966,0.003293938
300709.SZ,信息技术,创业板,否,2017,38.7,22000000,87975000,华泰联合证券有限责任公司,"网下询价,上网定价",28,75.59662659,1.751997232
300710.SZ,信息技术,创业板,否,2017,14.75,17500000,24022600,申万宏源证券承销保荐有限责任公司,上网定价,22,135.7815443,0.021970458
300711.SZ,信息技术,创业板,否,2017,8.35,36100000,34328849.05,光大证券股份有限公司,"网下询价,上网定价",21,135.7737105,0.007830638
300712.SZ,工业,创业板,否,2017,11.82,35020000,39846400,华创证券有限责任公司,"网下询价,上网定价",20,133.2549941,0.99678123
300713.SZ,工业,创业板,否,2017,40.29,13281250,43081250,中信建投证券股份有限公司,"网下询价,上网定价",21,135.7807653,0.578649223
300715.SZ,材料,创业板,否,2017,12.5,18000000,32466200,中泰证券股份有限公司,上网定价,16,135.8888889,0.018688889
300716.SZ,材料,创业板,否,2017,12.14,26680000,45685000,东莞证券股份有限公司,"网下询价,上网定价",22,68.64988558,1.217935205
300717.SZ,材料,创业板,否,2017,14.24,16000000,27833800,民生证券股份有限公司,上网定价,13,135.7874208,0.55752027
300718.SZ,工业,创业板,否,2017,18.56,25000000,42896200,国信证券股份有限公司,"网下询价,上网定价",21,88.40254396,1.472857952
300719.SZ,工业,创业板,否,2017,12.19,42000000,39322700,中信证券股份有限公司,"网下询价,上网定价",21,98.29059829,1.471228838
300720.SZ,工业,创业板,否,2017,11.74,18000000,42177800,民生证券股份有限公司,上网定价,13,135.8959196,0.136522502
300721.SZ,材料,创业板,否,2017,16.71,20050000,34081800,光大证券股份有限公司,"网下询价,上网定价",22,44.18121363,1.331843734
300722.SZ,工业,创业板,否,2017,8.99,20000000,33321900,中航证券有限公司,上网定价,14,136.1389961,0.017570999
300723.SZ,医疗保健,创业板,否,2017,17.05,40000000,64886200,广发证券股份有限公司,"网下询价,上网定价",17,46.7209776,1.265999556
300725.SZ,医疗保健,创业板,否,2017,11.32,18333334,24809300,中信建投证券股份有限公司,上网定价,11,135.8895706,0.010783636
300726.SZ,信息技术,创业板,否,2017,11.16,40100000,42847296,广发证券股份有限公司,"网下询价,上网定价",21,95.39514624,1.036168694
300727.SZ,材料,创业板,否,2017,8.34,24400000,32866800,东兴证券股份有限公司,"网下询价,上网定价",20,135.7202331,0.286738902
300729.SZ,可选消费,创业板,否,2017,16.06,21500000,54806600,国泰君安证券股份有限公司,"网下询价,上网定价",18,52.3130134,1.590956688
300730.SZ,信息技术,创业板,否,2017,8.36,23240000,31633500,西部证券股份有限公司,"网下询价,上网定价",21,135.7142857,0.030379992
300731.SZ,材料,创业板,否,2017,13.24,22000000,42268000,光大证券股份有限公司,"网下询价,上网定价",18,100.2621919,2.474798918
300732.SZ,工业,创业板,否,2017,41.42,18000000,56840100,民生证券股份有限公司,上网定价,14,27.69953052,2.393547773
300733.SZ,可选消费,创业板,否,2018,12.9,40000000,43633300,中国国际金融股份有限公司,"网下询价,上网定价",41,49.62325081,1.718993306
300735.SZ,信息技术,创业板,否,2017,9.99,88680000,59437051,广发证券股份有限公司,"网下询价,上网定价",18,94.02362752,1.298478603
300736.SZ,可选消费,创业板,否,2018,19.18,13577200,50691500,中信建投证券股份有限公司,上网定价,14,92.90369298,0.927831829
300737.SZ,材料,创业板,否,2018,9.95,152666600,117981500,国元证券股份有限公司,"网下询价,上网定价",17,23.44731333,1.50003469
300738.SZ,信息技术,创业板,否,2018,18.15,16320000,40807200,民生证券股份有限公司,上网定价,11,135.7689365,0.045841482
300739.SZ,信息技术,创业板,否,2018,22.3,30800000,47731100,招商证券股份有限公司,"网下询价,上网定价",17,13.48489567,1.847056985
300740.SZ,日常消费,创业板,否,2018,21.23,40000000,66719900,华泰联合证券有限责任公司,"网下询价,上网定价",17,37.91298659,2.679710627
300741.SZ,日常消费,创业板,否,2018,38.6,61590000,65531900,浙商证券股份有限公司,"网下询价,上网定价",24,-1.9611371,1.962772608
