,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_PUBOFFRDATE,IPO_LEADUNDR,IPO_TYPE,IPO_NPCTCHANGE,IPO_PCTCHANGE,IPO_TURN,IPO_NTURN
300458.SZ,信息技术,创业板,否,2015/5/15 0:00,12.73,40000000,79821262.79,2015/4/24 0:00,平安证券股份有限公司,"网下询价,上网定价",135.7883252,43.99057345,0.02075,0.00219
300459.SZ,信息技术,创业板,否,2015/5/15 0:00,7.84,26500000,32245600,2015/4/24 0:00,平安证券股份有限公司,"网下询价,上网定价",135.7838795,44.00510204,0.036064151,0.003530113
300460.SZ,信息技术,创业板,否,2015/5/15 0:00,6.43,42080000,23880000,2015/4/24 0:00,招商证券股份有限公司,"网下询价,上网定价",135.9611231,44.01244168,0.034329848,0.002567657
300461.SZ,工业,创业板,否,2015/5/19 0:00,7.92,16680000,35459500,2015/4/28 0:00,中德证券有限责任公司,"网下询价,上网定价",135.7894737,43.93939394,0.043165468,0.002242206
300462.SZ,信息技术,创业板,否,2015/5/27 0:00,14.25,17220000,22348600,2015/5/11 0:00,光大证券股份有限公司,"网下询价,上网定价",135.7212476,44,0.024390244,0.002433217
300463.SZ,医疗保健,创业板,否,2015/5/28 0:00,27.96,46500000,51180000,2015/5/11 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.8420268,43.99141631,0.017333333,0.003394666
300464.SZ,工业,创业板,否,2015/6/10 0:00,10.2,20670000,33402000,2015/5/25 0:00,广发证券股份有限公司,"网下询价,上网定价",135.8747447,44.01960784,0.025157233,0.005722109
300465.SZ,信息技术,创业板,否,2015/5/28 0:00,11.26,33340000,38966800,2015/5/11 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",135.7186922,43.96092362,0.017096581,0.001706659
300466.SZ,工业,创业板,否,2015/5/28 0:00,10.25,20000000,31243500,2015/5/11 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.9756098,44,0.02194,0.00211955
300467.SZ,信息技术,创业板,否,2015/5/27 0:00,33.75,10000000,43457900,2015/5/11 0:00,国金证券股份有限公司,"网下询价,上网定价",135.8230453,44,0.015,0.00168
300468.SZ,信息技术,创业板,否,2015/5/27 0:00,18.76,25000000,41529500,2015/5/11 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8756016,43.97654584,0.0208,0.003208
300469.SZ,信息技术,创业板,否,2015/6/11 0:00,10.14,16700000,25633500,2015/5/25 0:00,中山证券有限责任公司,"网下询价,上网定价",135.890411,43.98422091,0.022892216,0.00847497
300470.SZ,工业,创业板,否,2015/6/12 0:00,34.6,13340000,51651800,2015/5/25 0:00,国金证券股份有限公司,"网下询价,上网定价",135.7888398,43.98843931,0.030734633,0.680871189
300471.SZ,工业,创业板,否,2015/6/11 0:00,54.01,17800000,82163258.43,2015/5/26 0:00,国金证券股份有限公司,"网下询价,上网定价",97.68548283,43.99185336,0.037162162,0.936226666
300472.SZ,工业,创业板,否,2015/6/11 0:00,11.39,16670000,26781300,2015/5/25 0:00,广州证券股份有限公司,"网下询价,上网定价",135.6097561,43.98595259,0.0329994,0.035893165
300473.SZ,可选消费,创业板,否,2015/6/12 0:00,28.76,25000000,46150000,2015/5/25 0:00,光大证券股份有限公司,"网下询价,上网定价",92.92441439,43.98470097,0.0136,0.224061087
300474.SZ,工业,创业板,否,2016/3/31 0:00,13.64,33500000,63020000,2016/3/14 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",135.7942974,43.98826979,0.042214925,0.009119552
300475.SZ,工业,创业板,否,2015/6/10 0:00,8.8,50000000,35303348.33,2015/5/25 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.9116022,43.97727273,0.0294,0.00446838
300476.SZ,信息技术,创业板,否,2015/6/11 0:00,15.73,36670000,43550000,2015/5/25 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8940397,43.99237127,0.016634851,0.580786943
300477.SZ,工业,创业板,否,2015/6/10 0:00,10.61,27045000,31709503.52,2015/5/25 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.8638743,44.01508011,0.024615385,0.005035577
300478.SZ,材料,创业板,否,2015/6/10 0:00,14.84,16670000,34348100,2015/5/25 0:00,中泰证券股份有限公司,"网下询价,上网定价",135.8914366,44.00269542,0.0119976,0.006791962
300479.SZ,信息技术,创业板,否,2015/6/12 0:00,11.02,20000000,47745400,2015/5/25 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7908003,44.01088929,0.0075,0.037110496
300480.SZ,工业,创业板,否,2015/7/2 0:00,7.28,23000000,28064277,2015/6/10 0:00,光大证券股份有限公司,"网下询价,上网定价",135.9732824,43.95604396,0.023047826,0.209642485
300481.SZ,材料,创业板,否,2015/6/30 0:00,9.13,20000000,36610000,2015/6/10 0:00,中原证券股份有限公司,"网下询价,上网定价",127.8326996,44.03066813,0.0495,1.217314601
300482.SZ,医疗保健,创业板,否,2015/6/30 0:00,16,22000000,36984898.5,2015/6/10 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7638889,44,0.02455,0.441024423
300483.SZ,可选消费,创业板,否,2015/6/30 0:00,11.39,15500000,26680300,2015/6/10 0:00,华西证券股份有限公司,"网下询价,上网定价",135.6097561,43.98595259,0.047096774,1.140395999
300484.SZ,工业,创业板,否,2016/3/22 0:00,18.75,13000000,29940000,2016/3/9 0:00,中泰证券股份有限公司,上网定价,135.7777778,44,0.040038462,0.016992845
300485.SZ,医疗保健,创业板,否,2015/6/26 0:00,38.46,30000000,72855300,2015/6/10 0:00,信达证券股份有限公司,"网下询价,上网定价",35.96966414,43.99375975,0.060333333,1.325254917
300486.SZ,工业,创业板,否,2015/6/30 0:00,8.94,34720000,46360000,2015/6/10 0:00,中信证券股份有限公司,"网下询价,上网定价",110.955711,43.95973154,0.038018433,1.375159144
300487.SZ,材料,创业板,否,2015/7/2 0:00,14.83,20000000,41271300,2015/6/10 0:00,平安证券股份有限公司,"网下询价,上网定价",135.8614232,44.03236682,0.0555,2.156887054
300488.SZ,工业,创业板,否,2015/7/1 0:00,20.11,15630000,38482000,2015/6/10 0:00,国信证券股份有限公司,"网下询价,上网定价",101.6229282,44.00795624,0.024780176,2.064872265
300489.SZ,材料,创业板,否,2015/7/1 0:00,17.56,11350000,37272300,2015/6/10 0:00,东北证券股份有限公司,"网下询价,上网定价",135.7848952,44.02050114,0.026431718,1.291176677
300490.SZ,工业,创业板,否,2015/12/31 0:00,9.09,25000000,29900000,2015/12/16 0:00,光大证券股份有限公司,"网下询价,上网定价",135.828877,44.00440044,0.0468,0.00876616
300491.SZ,工业,创业板,否,2015/12/31 0:00,10.48,20000000,30025800,2015/12/16 0:00,中德证券有限责任公司,"网下询价,上网定价",135.8515573,43.98854962,0.0175,0.0065399
300492.SZ,工业,创业板,否,2015/12/23 0:00,6.9,20800000,36150000,2015/12/4 0:00,国信证券股份有限公司,"网下询价,上网定价",135.6136821,44.05797101,0.022115385,0.004632933
300493.SZ,信息技术,创业板,否,2015/12/10 0:00,6.87,30000000,36510000,2015/11/23 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8948433,43.95924309,0.033333333,0.003407
300494.SZ,信息技术,创业板,否,2015/12/31 0:00,18.1,30000000,67100600,2015/12/16 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.8787414,43.97790055,0.023333333,0.006557467
300495.SZ,工业,创业板,否,2015/12/22 0:00,31.82,16700000,35477400,2015/12/4 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7922305,43.99748586,0.051497006,0.014792395
300496.SZ,信息技术,创业板,否,2015/12/10 0:00,23.27,25000000,51210000,2015/11/23 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.8698896,44.00515685,0.037204,0.00414404
300497.SZ,医疗保健,创业板,否,2015/12/22 0:00,15.33,18000000,35076700,2015/12/4 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.7789855,44.03131115,0.091222222,0.008506667
300499.SZ,工业,创业板,否,2016/2/2 0:00,15.52,16670000,31104058.02,2016/1/20 0:00,天风证券股份有限公司,上网定价,135.8836689,44.00773196,0.082279544,0.049604498
300500.SZ,工业,创业板,否,2016/2/4 0:00,20.91,15000000,35846600,2016/1/21 0:00,广发证券股份有限公司,上网定价,135.7688476,43.99808704,0.050906667,0.029700799
300501.SZ,材料,创业板,否,2016/2/4 0:00,22.02,13380000,29866659.78,2016/1/22 0:00,天风证券股份有限公司,上网定价,135.824661,44.00544959,0.049327354,0.039295591
300502.SZ,信息技术,创业板,否,2016/3/3 0:00,21.47,19400000,51992000,2016/2/19 0:00,东莞证券股份有限公司,上网定价,135.8344114,44.01490452,0.05,0.757343531
300503.SZ,工业,创业板,否,2016/3/9 0:00,7.72,25000000,25390900,2016/2/19 0:00,南京证券股份有限公司,"网下询价,上网定价",135.7913669,44.04145078,0.055216,0.025776239
300504.SZ,信息技术,创业板,否,2018/3/30 0:00,13.06,66852000,77557120,2018/3/13 0:00,广发证券股份有限公司,"网下询价,上网定价",130.5688464,44.02756508,0.05281667,1.223132491
300505.SZ,材料,创业板,否,2016/3/15 0:00,10.25,23350000,36269700,2016/2/25 0:00,世纪证券有限责任公司,"网下询价,上网定价",135.9756098,44,0.064668094,0.693847835
300506.SZ,工业,创业板,否,2016/3/24 0:00,8.58,30000000,30328700,2016/3/7 0:00,恒泰长财证券有限责任公司,"网下询价,上网定价",135.9223301,44.05594406,0.052,0.135871574
300507.SZ,可选消费,创业板,否,2016/4/29 0:00,24.92,16670000,61008400,2016/3/29 0:00,国金证券股份有限公司,上网定价,124.916388,43.98073836,0.05505099,0.886881709
300508.SZ,工业,创业板,否,2016/4/19 0:00,20.08,14210000,27628400,2016/3/30 0:00,摩根士丹利华鑫证券有限责任公司,"网下询价,上网定价",135.7883817,44.02390438,0.026818951,0.006862859
300509.SZ,工业,创业板,否,2016/4/25 0:00,13.22,20000000,33407500,2016/4/12 0:00,广发证券股份有限公司,上网定价,135.7142857,44.02420575,0.05029,0.018328799
300510.SZ,工业,创业板,否,2016/5/6 0:00,12.3,21800000,29400028.3,2016/4/18 0:00,兴业证券股份有限公司,"网下询价,上网定价",135.7989836,43.98373984,0.029357798,0.648625314
300511.SZ,日常消费,创业板,否,2016/5/4 0:00,16.82,37500000,58200400,2016/4/14 0:00,安信证券股份有限公司,"网下询价,上网定价",125.0619323,43.99524376,0.030562667,1.001520991
300512.SZ,工业,创业板,否,2016/5/26 0:00,20.91,33750000,40852500,2016/4/29 0:00,瑞银证券有限责任公司,"网下询价,上网定价",135.7688476,43.99808704,0.062216296,0.048128445
300513.SZ,信息技术,创业板,否,2016/5/30 0:00,11.73,19060000,27123100,2016/5/16 0:00,中国银河证券股份有限公司,上网定价,135.7608052,43.98976982,0.064748164,0.008691396
300514.SZ,信息技术,创业板,否,2017/4/26 0:00,8.46,25000000,30995000,2017/4/6 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7142857,43.97163121,0.02018,0.014751239
300515.SZ,工业,创业板,否,2016/6/8 0:00,8.57,25000000,31353000,2016/5/20 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",135.8995138,43.99066511,0.040816,0.00516296
300516.SZ,信息技术,创业板,否,2016/6/2 0:00,22.5,30000000,47735000,2016/5/16 0:00,西南证券股份有限公司,"网下询价,上网定价",135.7407407,44,0.050226667,0.008574032
300517.SZ,工业,创业板,否,2016/7/19 0:00,10.04,25600000,29367600,2016/6/6 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.8921162,44.02390438,0.043359375,0.00483418
300518.SZ,信息技术,创业板,否,2016/6/24 0:00,22.22,23340000,58700000,2016/6/6 0:00,广发证券股份有限公司,"网下询价,上网定价",135.8125,44.01440144,0.053976007,0.004074293
300519.SZ,医疗保健,创业板,否,2016/6/24 0:00,12.2,20000000,32330000,2016/6/6 0:00,太平洋证券股份有限公司,上网定价,135.7996585,44.01639344,0.026505,0.00277525
300520.SZ,信息技术,创业板,否,2016/7/8 0:00,10.05,23000000,35550000,2016/6/20 0:00,国元证券股份有限公司,"网下询价,上网定价",135.7982032,43.9800995,0.035217391,0.001987043
300521.SZ,工业,创业板,否,2016/7/5 0:00,11.26,20000000,36292500,2016/6/22 0:00,江海证券有限公司,上网定价,135.7186922,43.96092362,0.023,0.00231755
300522.SZ,材料,创业板,否,2016/7/5 0:00,18.55,16670000,27761000,2016/6/21 0:00,中信建投证券股份有限公司,上网定价,135.8292774,43.98921833,0.045590882,0.003609238
300523.SZ,信息技术,创业板,否,2016/7/26 0:00,21.92,20000000,39624900,2016/7/11 0:00,中信建投证券股份有限公司,上网定价,135.8048162,43.97810219,0.017,0.0035556
300525.SZ,信息技术,创业板,否,2016/7/26 0:00,11.68,17100000,30810000,2016/7/13 0:00,国金证券股份有限公司,上网定价,135.8501784,44.00684932,0.041526316,0.002245673
300526.SZ,可选消费,创业板,否,2016/8/2 0:00,10.5,21250000,36000000,2016/7/13 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.7142857,44,0.028705882,0.002804659
300527.SZ,工业,创业板,否,2016/8/5 0:00,6.64,115700000,54210000,2016/7/15 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.7740586,43.97590361,0.023164218,0.002884287
300528.SZ,可选消费,创业板,否,2016/8/8 0:00,6.62,77630000,67728200,2016/7/18 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.8866737,43.95770393,0.039618704,0.0025156
300529.SZ,医疗保健,创业板,否,2016/8/2 0:00,10.8,42000000,37360000,2016/7/14 0:00,中航证券有限公司,"网下询价,上网定价",135.9485531,43.98148148,0.03452381,0.003300357
300530.SZ,材料,创业板,否,2016/8/9 0:00,11.95,17500000,32926900,2016/7/27 0:00,广发证券股份有限公司,上网定价,135.7350378,44.0167364,0.023428571,0.002507886
300531.SZ,信息技术,创业板,否,2016/8/9 0:00,13.36,20000000,42728800,2016/7/25 0:00,中信证券股份有限公司,上网定价,135.8627859,44.01197605,0.0435,0.0024091
300532.SZ,工业,创业板,否,2016/8/18 0:00,16.32,21000000,34354900,2016/7/28 0:00,华林证券股份有限公司,"网下询价,上网定价",135.8297872,43.99509804,0.027142857,0.003517619
300533.SZ,信息技术,创业板,否,2016/8/18 0:00,37.02,25000000,64993400,2016/7/29 0:00,华林证券股份有限公司,"网下询价,上网定价",135.8281748,44.00324149,0.0232,0.0051532
300534.SZ,医疗保健,创业板,否,2016/9/13 0:00,13.64,21670000,47090000,2016/8/24 0:00,华龙证券股份有限公司,"网下询价,上网定价",135.7942974,43.98826979,0.035408399,0.006120166
300535.SZ,材料,创业板,否,2016/8/12 0:00,18.5,14940000,25600000,2016/7/28 0:00,国都证券股份有限公司,上网定价,135.7732733,44,0.046184739,0.003598862
300536.SZ,工业,创业板,否,2016/9/20 0:00,9.06,23276836,41000000,2016/8/8 0:00,红塔证券股份有限公司,"网下询价,上网定价",135.862069,44.0397351,0.007024151,0.004909043
300537.SZ,材料,创业板,否,2016/8/30 0:00,9.19,25000000,33816584.85,2016/8/9 0:00,江海证券有限公司,"网下询价,上网定价",135.8276644,43.96082699,0.035312,0.00338144
300538.SZ,工业,创业板,否,2016/8/26 0:00,15.85,14000000,40028600,2016/8/10 0:00,广发证券股份有限公司,上网定价,135.8019281,43.97476341,0.0574,0.004380286
300539.SZ,材料,创业板,否,2016/8/30 0:00,6.12,23750000,36531900,2016/8/11 0:00,安信证券股份有限公司,"网下询价,上网定价",135.8683314,43.95424837,0.017263158,0.002961895
300540.SZ,工业,创业板,否,2016/8/23 0:00,16.67,20000000,36100000,2016/8/8 0:00,中信证券股份有限公司,上网定价,135.7083333,43.97120576,0.0265,0.0044503
300541.SZ,信息技术,创业板,否,2016/9/13 0:00,11.07,30000000,27000000,2016/8/25 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",135.7590966,43.99277326,0.02732,0.0041605
300542.SZ,信息技术,创业板,否,2016/9/20 0:00,8.21,22550000,29265000,2016/8/26 0:00,安信证券股份有限公司,"网下询价,上网定价",135.6175973,43.97076736,0.022177384,0.003587361
300543.SZ,信息技术,创业板,否,2016/9/8 0:00,22.52,15000000,54971800,2016/8/23 0:00,中信证券股份有限公司,上网定价,135.800185,44.0053286,0.023333333,0.004944467
300545.SZ,工业,创业板,否,2016/9/28 0:00,13.5,17830000,36303600,2016/9/12 0:00,东方花旗证券有限公司,上网定价,135.8024691,44,0.022994952,0.003740886
300546.SZ,信息技术,创业板,否,2016/9/28 0:00,20.43,13340000,36759800,2016/9/13 0:00,中信证券股份有限公司,上网定价,135.8259687,44.00391581,0.027736132,0.003134333
300547.SZ,可选消费,创业板,否,2016/9/30 0:00,22.07,14950000,26572600,2016/9/19 0:00,湘财证券股份有限公司,上网定价,135.8086847,43.99637517,0.037551839,0.011701137
300548.SZ,信息技术,创业板,否,2016/10/12 0:00,11.75,20670000,45855200,2016/9/14 0:00,中信证券股份有限公司,"网下询价,上网定价",135.8747045,44,0.032167392,0.003709821
300549.SZ,工业,创业板,否,2016/9/30 0:00,15.03,16670000,32348600,2016/9/14 0:00,长江证券承销保荐有限公司,上网定价,135.8133087,43.97870925,0.013797241,0.004646071
300550.SZ,信息技术,创业板,否,2016/10/18 0:00,12.53,20000000,39010000,2016/9/28 0:00,中信证券股份有限公司,上网定价,135.5875831,43.97446129,0.033,0.002845
300551.SZ,信息技术,创业板,否,2016/10/18 0:00,12.48,18360000,25834000,2016/9/26 0:00,国海证券股份有限公司,上网定价,135.8931553,43.99038462,0.028867102,0.002737091
300552.SZ,信息技术,创业板,否,2016/10/21 0:00,12.25,26700000,50975000,2016/9/26 0:00,东北证券股份有限公司,"网下询价,上网定价",135.7142857,44,0.036003745,0.002479551
300553.SZ,信息技术,创业板,否,2016/10/21 0:00,14.08,12000000,36099000,2016/9/29 0:00,中泰证券股份有限公司,上网定价,135.7988166,44.03409091,0.026858333,0.00286025
300554.SZ,材料,创业板,否,2017/4/21 0:00,14.99,13000000,28150000,2017/4/7 0:00,国信证券股份有限公司,上网定价,135.8499305,44.0293529,0.027692308,0.0185
300555.SZ,信息技术,创业板,否,2016/10/18 0:00,15.4,20000000,26903774.94,2016/9/27 0:00,申万宏源证券承销保荐有限责任公司,上网定价,135.7529306,44.02597403,0.0425,0.0034475
300556.SZ,信息技术,创业板,否,2016/11/4 0:00,5.54,27800000,39084300,2016/10/18 0:00,中信证券股份有限公司,"网下询价,上网定价",136.0902256,44.0433213,0.019104317,0.001666223
300557.SZ,信息技术,创业板,否,2016/11/1 0:00,13.91,14000000,27310800,2016/10/19 0:00,申万宏源证券承销保荐有限责任公司,上网定价,135.7463804,43.99712437,0.02885,0.002076786
300558.SZ,医疗保健,创业板,否,2016/11/7 0:00,17.57,41000000,63020000,2016/10/19 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.7312253,43.99544678,0.011619512,0.003636536
300559.SZ,信息技术,创业板,否,2016/11/1 0:00,17.56,18000000,35221300,2016/10/17 0:00,信达证券股份有限公司,上网定价,135.7848952,44.02050114,0.022222222,0.002794555
300560.SZ,信息技术,创业板,否,2016/11/1 0:00,10.26,17530000,32845120,2016/10/18 0:00,东莞证券股份有限公司,上网定价,135.9512525,43.95711501,0.036508842,0.001642898
300561.SZ,信息技术,创业板,否,2016/11/17 0:00,26.11,14000000,32573900,2016/10/31 0:00,国都证券股份有限公司,上网定价,135.8510638,44.00612792,0.025714286,0.004109072
300562.SZ,医疗保健,创业板,否,2016/11/16 0:00,15.63,14800000,22063900,2016/10/31 0:00,长城证券股份有限公司,上网定价,135.8951577,44.01791427,0.031756757,0.003175338
300563.SZ,信息技术,创业板,否,2016/11/14 0:00,8.84,20000000,32768600,2016/10/31 0:00,民生证券股份有限公司,上网定价,135.6637863,44.00452489,0.028,0.002395
300565.SZ,信息技术,创业板,否,2016/11/22 0:00,8.78,40000000,36650000,2016/10/31 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7594937,43.96355353,0.0295075,0.003742125
300566.SZ,信息技术,创业板,否,2016/11/15 0:00,14.94,19900000,45718900,2016/10/31 0:00,广发证券股份有限公司,上网定价,135.7508136,43.97590361,0.029145729,0.002518794
300567.SZ,信息技术,创业板,否,2016/11/22 0:00,19.92,20000000,39843600,2016/11/9 0:00,广发证券股份有限公司,上网定价,135.8437936,43.97590361,0.0325,0.004511
300568.SZ,材料,创业板,否,2016/12/1 0:00,21.65,30000000,45250400,2016/11/11 0:00,恒泰长财证券有限责任公司,"网下询价,上网定价",135.7921745,44.01847575,0.020916667,0.006170534
300569.SZ,工业,创业板,否,2016/11/25 0:00,41.57,20840000,67808900,2016/11/8 0:00,兴业证券股份有限公司,"网下询价,上网定价",135.8336118,43.99807554,0.042773512,0.522174776
300570.SZ,信息技术,创业板,否,2016/12/6 0:00,20.59,31944000,36439300,2016/11/15 0:00,招商证券股份有限公司,"网下询价,上网定价",135.851602,44.00194269,0.020927248,0.538640141
300571.SZ,信息技术,创业板,否,2016/12/13 0:00,12.04,10000000,31950000,2016/11/28 0:00,中国民族证券有限责任公司,上网定价,135.8131488,44.01993355,0.023,0.00231
300572.SZ,信息技术,创业板,否,2016/12/6 0:00,13.79,16670000,27630100,2016/11/21 0:00,申万宏源证券承销保荐有限责任公司,上网定价,135.8509567,44.01740392,0.032777445,0.004703059
300573.SZ,医疗保健,创业板,否,2016/12/8 0:00,5.16,20000000,30514000,2016/11/25 0:00,海通证券股份有限公司,上网定价,135.935397,43.99224806,0.02582,0.00236415
300575.SZ,材料,创业板,否,2016/12/20 0:00,22.29,18350000,43541400,2016/12/2 0:00,西部证券股份有限公司,上网定价,99.87538941,44.01076716,0.028882834,1.28151989
300576.SZ,材料,创业板,否,2016/12/20 0:00,8.24,20000000,25076400,2016/12/5 0:00,中国民族证券有限责任公司,上网定价,135.8887953,44.05339806,0.042,0.0048406
300577.SZ,可选消费,创业板,否,2016/12/21 0:00,19.58,16670000,30363800,2016/12/6 0:00,招商证券股份有限公司,上网定价,135.8156028,44.02451481,0.056988602,0.636444747
300578.SZ,电信服务,创业板,否,2017/1/25 0:00,9.7,18000000,26961356.21,2017/1/12 0:00,兴业证券股份有限公司,上网定价,135.9341446,44.02061856,0.031672222,0.006511389
300579.SZ,信息技术,创业板,否,2016/12/23 0:00,13.32,20000000,39735300,2016/12/8 0:00,中信建投证券股份有限公司,上网定价,135.818561,43.99399399,0.047,0.00601195
300580.SZ,可选消费,创业板,否,2017/1/11 0:00,9.59,50000000,37646000,2016/12/1 0:00,中信证券股份有限公司,"网下询价,上网定价",76.17668356,44.00417101,0.018362,1.611615539
300581.SZ,工业,创业板,否,2016/12/20 0:00,24.23,11300000,27388600,2016/12/7 0:00,国信证券股份有限公司,上网定价,135.798223,43.99504746,0.02300885,0.008009204
300582.SZ,工业,创业板,否,2016/12/28 0:00,14.85,33000000,29840000,2016/12/7 0:00,国信证券股份有限公司,"网下询价,上网定价",98.97100094,43.97306397,0.038660606,0.893665552
300583.SZ,医疗保健,创业板,否,2017/1/6 0:00,40.29,26666667,48765500,2016/12/19 0:00,国金证券股份有限公司,"网下询价,上网定价",13.23681489,44.00595681,0.054783749,1.385462403
300584.SZ,医疗保健,创业板,否,2017/1/12 0:00,11.11,20000000,23743000,2016/12/28 0:00,华泰联合证券有限责任公司,上网定价,135.875,44.01440144,0.0455,0.021558451
300585.SZ,可选消费,创业板,否,2016/12/29 0:00,9.86,20000000,21367800,2016/12/16 0:00,南京证券股份有限公司,上网定价,135.915493,44.01622718,0.0225,0.015216449
300586.SZ,材料,创业板,否,2017/1/4 0:00,9.3,24000000,22935000,2016/12/14 0:00,东北证券股份有限公司,"网下询价,上网定价",135.7729649,43.97849462,0.015220833,0.023781206
300587.SZ,材料,创业板,否,2017/1/5 0:00,14.11,26000000,30955065.91,2016/12/16 0:00,兴业证券股份有限公司,"网下询价,上网定价",72.98228346,44.01133948,0.032396154,1.7930125
300588.SZ,信息技术,创业板,否,2017/1/5 0:00,4.94,25000000,29032600,2016/12/15 0:00,中德证券有限责任公司,"网下询价,上网定价",136.0056259,43.92712551,0.037,0.00699096
300589.SZ,工业,创业板,否,2017/1/13 0:00,6.34,21670000,29100000,2016/12/26 0:00,安信证券股份有限公司,"网下询价,上网定价",135.7064622,44.00630915,0.037231195,0.010605122
300590.SZ,信息技术,创业板,否,2017/1/11 0:00,28.48,20000000,35393500,2016/12/27 0:00,国信证券股份有限公司,上网定价,56.13265057,43.99578652,0.039,1.742844939
300591.SZ,可选消费,创业板,否,2017/1/10 0:00,3.07,60000000,33111500,2016/12/20 0:00,海通证券股份有限公司,"网下询价,上网定价",135.9728507,43.97394137,0.022781667,0.009653517
300592.SZ,可选消费,创业板,否,2017/1/20 0:00,5.21,30600000,34596000,2016/12/28 0:00,西部证券股份有限公司,"网下询价,上网定价",136,43.95393474,0.027124183,0.005370131
300593.SZ,工业,创业板,否,2017/1/13 0:00,6.53,28890000,22054500,2016/12/23 0:00,西部证券股份有限公司,"网下询价,上网定价",135.8510638,43.95099541,0.037037037,0.008054067
300595.SZ,医疗保健,创业板,否,2017/1/17 0:00,23.81,17000000,45310000,2017/1/4 0:00,国元证券股份有限公司,上网定价,135.7538641,44.0151197,0.047058824,0.02051153
300596.SZ,材料,创业板,否,2017/1/19 0:00,11.29,30000000,67092600,2016/12/28 0:00,华西证券股份有限公司,"网下询价,上网定价",135.9163592,44.02125775,0.047376667,0.083337933
300597.SZ,信息技术,创业板,否,2017/1/23 0:00,5.53,60000000,58482700,2017/1/4 0:00,海通证券股份有限公司,"网下询价,上网定价",135.9296482,43.94213382,0.030643333,0.007428117
300598.SZ,信息技术,创业板,否,2017/1/20 0:00,8.73,20000000,34000000,2017/1/9 0:00,万联证券股份有限公司,上网定价,135.7199682,43.9862543,0.05,0.0050107
300599.SZ,工业,创业板,否,2017/1/23 0:00,7.04,76000000,59868000,2017/1/3 0:00,广发证券股份有限公司,"网下询价,上网定价",135.9960552,44.03409091,0.035778947,0.605502248
300600.SZ,工业,创业板,否,2017/1/25 0:00,13.73,25000000,38150000,2017/1/6 0:00,海通证券股份有限公司,"网下询价,上网定价",135.8624178,43.99126001,0.025352,0.0064818
300601.SZ,医疗保健,创业板,否,2017/2/7 0:00,3.29,42000000,27060500,2017/1/12 0:00,中信建投证券股份有限公司,"网下询价,上网定价",135.2320675,44.07294833,0.027619048,0.002891072
300602.SZ,信息技术,创业板,否,2017/1/26 0:00,14.82,25000000,54286200,2017/1/9 0:00,国金证券股份有限公司,"网下询价,上网定价",135.7544517,43.99460189,0.0368,0.01291956
300603.SZ,信息技术,创业板,否,2017/1/26 0:00,4.55,25700000,33650000,2017/1/9 0:00,海通证券股份有限公司,"网下询价,上网定价",136.0305344,43.95604396,0.024902724,0.00343537
300604.SZ,工业,创业板,否,2017/4/17 0:00,9.94,19050000,39719100,2017/3/30 0:00,长江证券承销保荐有限公司,上网定价,135.639413,43.9637827,0.020472441,0.010357953
300605.SZ,信息技术,创业板,否,2017/2/8 0:00,9.4,21000000,25310000,2017/1/12 0:00,中泰证券股份有限公司,"网下询价,上网定价",135.745938,44.04255319,0.026271429,0.006187143
300606.SZ,工业,创业板,否,2017/2/8 0:00,8.36,22300000,28854000,2017/1/10 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",135.7142857,44.01913876,0.018834081,0.00902305
300607.SZ,工业,创业板,否,2017/2/9 0:00,18.74,18120000,38724400,2017/1/19 0:00,安信证券股份有限公司,上网定价,135.8280845,44.02347919,0.029249448,0.055000994
300608.SZ,信息技术,创业板,否,2017/2/13 0:00,16.16,16855000,39403700,2017/1/20 0:00,东方花旗证券有限公司,上网定价,135.8831113,43.99752475,0.027350934,0.011497419
